"Region1 2D Boundaries: Direction [1,0,0] (m)","Region1 2D Boundaries: cf_num","Cf_wall_inf_exp: X","Cf_wall_inf_exp: Cf"
7.949999999999962E-4,-7.55238190409301E-5,-0.05024,0.00288
0.002384999999999993,-3.999119284612683E-4,-0.02291,0.00285
0.003974999999999994,-6.949982771686288E-4,-0.01021,0.00311
0.0055649999999999875,-9.93474558462789E-4,0.0,0.0
0.007154999999999976,-0.0012586725588014161,0.00615,9.0E-5
0.008744999999999972,-0.0015019073444489013,0.02291,-1.1E-4
0.01033499999999997,-0.0017214509947545422,0.03561,-5.2E-4
0.011924999999999967,-0.001915520371021578,0.04831,-0.00102
0.013514999999999963,-0.0020865542586142355,0.06101,-8.2E-4
0.015104999999999955,-0.0022347125689984376,0.0747,-2.2E-4
0.016694999999999953,-0.0023516632831741173,0.09004,4.5E-4
0.018284999999999954,-0.0024381603647441372,0.10132,0.00102
0.019874999999999955,-0.0024930628655248453,0.11679,0.00118
0.021464999999999963,-0.002509146014103279,0.14219,0.00154
0.023054999999999964,-0.0024860343746962296,0.16759,0.00173
0.024644999999999966,-0.0024225544479557154,0.20569,0.00191
0.02623499999999997,-0.002320677115114297,0.25649,0.00202
0.027824999999999968,-0.0021849208701825913,0.30653,0.00204
0.029414999999999965,-0.0020202265399084846,0.35725,0.00205
0.031004999999999967,-0.0018323309158075458,0.40889,0.00212
0.03259499999999996,-0.0016272133907770942,0.45712,0.0023
0.03418499999999996,-0.0014102250314321537,null,null
0.03577499999999997,-0.001186334428802724,null,null
0.03736499999999997,-9.604380384936002E-4,null,null
0.038954999999999976,-7.376033209718776E-4,null,null
0.04054499999999998,-5.171224765119352E-4,null,null
0.04213499999999998,-2.9882560268332497E-4,null,null
0.04372499999999998,-9.155263709240218E-5,null,null
0.04531499999999998,1.2559876555909513E-4,null,null
0.046904999999999974,2.9593738279108553E-4,null,null
0.048494999999999976,4.569664612662714E-4,null,null
0.05008499999999998,6.060188668776018E-4,null,null
0.051674999999999985,7.42245133487525E-4,null,null
0.053264999999999986,8.675297294918065E-4,null,null
0.05485499999999999,9.810111192786206E-4,null,null
