"Region1 2D Boundaries: Direction [1,0,0] (m)","Region1 2D Boundaries: cf_num","Cf_wall_inf_exp: X","Cf_wall_inf_exp: Cf"
3.855000000555278E-4,-2.1758803855336246E-5,-0.05024,0.00288
0.0012379708188013964,-2.811524218341319E-4,-0.02291,0.00285
0.002267993303763436,-5.434139408064727E-4,-0.01021,0.00311
0.003506176096313006,-8.756958645698686E-4,0.0,0.0
0.004985443306533679,-0.001201686315674689,0.00615,9.0E-5
0.0067397921516051135,-0.0015271655843859667,0.02291,-1.1E-4
0.008802346694419549,-0.0018335038459727738,0.03561,-5.2E-4
0.01120261301905404,-0.002108443954742268,0.04831,-0.00102
0.013962951539086964,-0.002354754166511212,0.06101,-8.2E-4
0.017094466504273702,-0.002493041279096212,0.0747,-2.2E-4
0.020592760155653582,-0.0024577985608032183,0.09004,4.5E-4
0.024434259602849187,-0.0022051110425616327,0.10132,0.00102
0.02857400433052642,-0.0017269044060821352,0.11679,0.00118
0.03294576313247296,-0.0011314919152986256,0.14219,0.00154
0.03746504199533026,-4.956214603025475E-4,0.16759,0.00173
0.04203495800466979,1.5133029071336669E-4,0.20569,0.00191
0.046554236867527084,5.888217916755287E-4,0.25649,0.00202
0.05092599566947362,9.217811349346412E-4,0.30653,0.00204
0.05506574039715084,0.0011659807262036888,0.35725,0.00205
0.05890723984434644,0.0013538791903560442,0.40889,0.00212
0.06240553349572632,0.0014967993486925011,0.45712,0.0023
0.06553704846091306,0.0016071845356021974,null,null
0.06829738698094598,0.0016899062948281787,null,null
0.07069765330558048,0.0017538666646748525,null,null
0.0727602078483949,0.001804206273444363,null,null
0.07451455669346634,0.0018438762338427077,null,null
0.075993823903687,0.001875872753877175,null,null
0.07723200669623657,0.0019013377470304296,null,null
0.07826202918119862,0.0019223281161838792,null,null
0.07911449999994448,0.0019289436222715763,null,null
0.08092833333333332,0.0019558618800654933,null,null
0.083785,0.0019957882173556062,null,null
0.08664166666666667,0.0020405041087344657,null,null
0.08949833333333335,0.00207623447121408,null,null
0.09235499999999999,0.0021083491495634305,null,null
0.09521166666666667,0.0021371947527157116,null,null
0.09806833333333334,0.0021630302985321003,null,null
0.10092500000000001,0.002186244521040381,null,null
0.10378166666666667,0.0022071386908524603,null,null
0.10663833333333333,0.002225956941998181,null,null
0.10949500000000001,0.0022429064220012168,null,null
0.11235166666666667,0.002258164220043666,null,null
0.11520833333333333,0.002271883316749355,null,null
0.118065,0.0022841971046030003,null,null
0.12092166666666668,0.0022952213896844233,null,null
0.12377833333333332,0.0023050646283270873,null,null
0.126635,0.0023138188180164025,null,null
0.12949166666666667,0.002321566170545448,null,null
0.13234833333333335,0.0023283819895114095,null,null
0.135205,0.0023343349955203003,null,null
0.13806166666666667,0.0023394879432910194,null,null
0.14091833333333334,0.0023438984025771206,null,null
0.14377500000000001,0.0023476193909856597,null,null
