frame,x,y,r
0,204.22700703805322,50.77935504393813,89.47164538353005
0,458.03688731682666,33.978271854471956,50.197022412000564
0,823.7329735034348,61.66378802747792,80.54287976243246
0,965.3911788953009,18.262159934047816,27.788842794939775
0,1505.6819519211908,100.04969160691324,120.85119986070005
0,1821.189563469693,118.40858844579525,113.9593131183778
0,634.5410347903658,33.70026761819804,26.714242733494405
0,565.8951208390333,44.68650250797994,37.364517403575626
0,1121.5992772535635,122.22199357558723,112.6233206074643
0,1261.9630484988452,89.85912240184757,23.480049464818542
0,573.8073826522862,229.5247860651172,112.12762320002759
0,390.40515463917524,144.83814432989692,17.5715847207438
0,1278.5762155059133,159.3574244415243,22.01062576965338
0,37.62617972917521,183.1103816167419,27.85177180414018
0,358.225942837815,224.07086081515305,43.38394123411051
0,799.5408843125379,207.15505754088431,22.92443286298351
0,919.9330357142857,213.5095663265306,22.34076770248023
0,1272.2060717571296,230.19135234590615,26.306001075107577
0,973.6669685990338,246.07427536231884,32.46909827883606
0,177.43580849909156,331.04438309619877,116.14771322051602
0,860.1310130984119,354.90535527993507,104.80571335776618
0,1256.745193573874,308.95535949433764,49.16548866511658
0,715.6900549115314,283.98718730933496,22.840969844891283
0,1118.1784458309698,363.9806012478729,74.911970294608
0,683.6145149525894,328.18125455871626,29.54328532705789
0,373.5283130744145,357.5770827156834,46.339168013634556
0,1611.6158899609936,353.0743173886266,39.37622957573826
0,1541.7142857142858,357.07010090281466,24.4821877225888
0,1479.6612903225807,374.71729390681,26.654599339742866
0,492.4700493305144,400.78764388066713,36.81093839450982
0,712.2989601386482,402.0,19.165844845873465
0,22.39079946404645,411.50870924519876,26.696363706795488
0,627.4529643362257,477.8500439585643,91.2540680323576
0,1322.4079930242697,502.9559366371167,104.64918362869975
0,1687.3227331835915,507.65347558813096,103.78021636571559
0,1463.1178637200737,448.83364027010435,32.20331674201883
0,763.6017121891562,488.03261312678353,27.943051923668584
0,1075.2588908855364,554.2216139412428,87.27449379109527
0,399.28442527519053,582.3245131244707,109.67938374488534
0,1472.8008286475288,517.5566735720628,32.79587024939312
0,145.55992509363296,510.3071161048689,18.437867513470433
0,164.1442871936486,560.2115982050396,30.366819726050366
0,1506.1762589928057,565.0692446043165,18.81384047546846
0,221.22366710013003,584.9050715214564,22.12601647271081
0,540.6021276595744,583.8765957446808,21.185300080932176
0,864.5052012363323,660.8516401342683,97.86534711216262
0,585.2477216238608,602.8666114333057,19.601021213799942
0,1206.007858546169,624.2589390962672,28.46223217419441
0,681.6688102893891,642.5148713826367,39.79836672089123
0,1512.051897473055,690.55416176071,83.8386480491573
0,1376.8070325900514,643.4742710120069,33.36836798332966
0,96.51301986710291,789.6231490538672,137.3821909542197
0,1259.9968140183194,653.815611310235,28.27147191441398
0,1314.8722927557878,651.7266616878268,20.64502210219441
0,1824.8049666626741,728.1020082245378,89.29002026679916
0,1160.4334811529934,679.0569105691056,29.34870613865861
0,1089.8172466622893,704.9798643029109,38.13604423604708
0,1325.8319101123595,702.2301123595506,26.612769430462027
0,717.7264529058116,702.0931863727454,17.823390990813817
0,625.8215644350652,799.3299086441008,107.06677323584967
0,1250.1249514185774,785.1227166731442,80.94498562114362
0,375.96410472972974,743.2381756756756,27.45465007031079
0,18.531874039938558,763.2903225806451,28.79025779013781
0,1364.714013950539,754.6940393151554,31.685160265077972
0,1673.2324399260629,757.8202402957486,26.245429958408437
0,300.18954030646233,764.7621585609594,30.91223509104024
0,1599.3237503237503,787.1939911939912,35.05701742241653
0,342.4646884272997,800.2670623145401,23.159278015941847
0,1051.894111192392,865.4114850036576,83.43904260363891
0,1692.2740010378827,815.7208095485211,35.02522378732689
0,1416.7553078556264,821.2680467091295,34.63223427878316
0,911.2731554160125,833.6274201988488,24.663539739810748
0,1558.4566395663956,851.1549232158989,26.546903548453866
0,1890.5123849964614,857.8478414720453,21.20782565888583
0,1815.2650496141125,876.0619625137817,37.99388547968595
0,1339.3320346320347,869.4212121212121,27.11633893217439
0,255.72892347600518,889.7613488975356,22.154770242442265
0,1683.2017305142697,987.6641081106227,116.98331905318686
0,849.2654778529738,983.0271063845024,94.28382783624518
0,1376.551413881748,911.9710796915167,22.255115881567058
0,1285.2094000072418,994.1383930187927,93.75907490338068
0,655.0231629392971,960.4366347177848,34.57704343211429
0,1419.861505376344,959.4550537634409,27.204236533623092
0,1856.4517388218594,973.7650816181689,29.949912508485266
0,1118.595024875622,1019.0009950248756,25.294324881866668
0,700.6216216216217,1021.186117936118,22.764193258431348
0,526.5981926383073,1048.7074425097348,65.82184941831683
0,1024.990422135509,1045.1660163178433,29.955226074127797
0,738.7288765088208,1066.0993500464253,18.515392175699183
0,1469.6725440806044,1068.5541561712846,19.470672162123595
1,203.3420572606868,50.93996351812198,89.59430065457754
1,457.1401338214872,34.43087993940159,50.21287293575031
1,822.5389883573035,61.925985715683396,80.66530042942287
1,964.7651607651608,19.024827024827026,27.965825400899107
1,1504.770939762179,100.49401099976087,121.00650013259848
1,1820.454385579248,118.94103710217142,114.1574572695563
1,633.6671171171171,33.984234234234236,26.582850624566497
1,565.1824545030331,44.77974801679888,36.93610932656182
